temperature_c,humidity_pct,rainfall_mm,stagnant_water,population_density,prior_cases_30d,risk_level
28.4,77.0,30.0,0,1208.0,3,2
24.6,59.0,95.0,1,1512.0,1,2
35.8,58.0,92.0,0,1265.0,1,0
30.8,74.0,29.0,0,1044.0,4,2
8.0,70.0,28.0,0,1871.0,1,0
20.8,71.0,182.0,1,758.0,6,2
25.0,64.0,60.0,1,1010.0,1,2
24.1,73.0,201.0,0,655.0,2,2
24.5,37.0,209.0,1,502.0,3,2
17.4,71.0,187.0,1,2137.0,3,2
29.0,54.0,191.0,0,870.0,4,2
24.5,68.0,124.0,0,1062.0,3,2
20.8,50.0,87.0,1,3237.0,3,2
20.4,34.0,48.0,0,737.0,5,0
25.9,45.0,38.0,0,3738.0,3,2
40.5,78.0,90.0,1,299.0,5,2
24.3,58.0,13.0,1,2238.0,2,2
31.6,65.0,139.0,0,3657.0,5,2
33.3,70.0,56.0,0,1815.0,7,2
23.6,43.0,39.0,0,3863.0,1,1
27.9,29.0,51.0,0,727.0,2,1
20.0,64.0,47.0,0,638.0,1,0
12.9,56.0,10.0,1,2187.0,1,0
27.3,76.0,49.0,1,1531.0,2,2
26.9,58.0,54.0,1,696.0,2,2
22.7,10.0,79.0,0,1350.0,5,1
34.1,80.0,212.0,0,1442.0,0,2
29.2,78.0,74.0,0,438.0,6,2
14.7,50.0,66.0,0,1026.0,1,0
23.5,63.0,123.0,0,1083.0,6,2
27.7,51.0,30.0,0,3260.0,3,2
30.5,63.0,40.0,0,1032.0,2,2
29.2,76.0,37.0,0,719.0,5,2
28.7,64.0,120.0,0,1486.0,2,2
31.6,74.0,50.0,0,476.0,6,2
17.7,39.0,36.0,0,331.0,4,0
25.8,37.0,169.0,0,400.0,3,2
21.9,83.0,80.0,0,3080.0,3,2
36.5,66.0,56.0,0,1996.0,3,1
29.6,63.0,59.0,0,2849.0,3,2
29.7,99.0,31.0,1,569.0,1,2
30.7,95.0,38.0,0,344.0,2,2
26.0,71.0,60.0,0,1503.0,3,2
21.4,53.0,69.0,0,2972.0,8,2
26.9,66.0,58.0,1,643.0,2,2
29.7,49.0,65.0,0,316.0,4,1
39.2,67.0,189.0,1,2159.0,3,2
34.9,71.0,65.0,0,1748.0,2,1
21.7,93.0,99.0,1,1726.0,2,2
30.8,61.0,52.0,1,1884.0,6,2
32.1,68.0,90.0,0,1518.0,6,2
19.7,66.0,185.0,1,1414.0,3,2
24.4,83.0,66.0,1,1621.0,3,2
25.2,29.0,41.0,1,821.0,3,2
19.3,92.0,74.0,1,959.0,4,2
24.5,77.0,6.0,1,253.0,3,2
25.8,46.0,116.0,0,1724.0,4,2
31.8,46.0,40.0,1,1825.0,3,2
25.0,39.0,126.0,1,1732.0,3,2
23.1,79.0,134.0,1,1212.0,6,2
24.0,86.0,168.0,0,2110.0,1,2
34.6,72.0,133.0,0,1758.0,4,2
31.4,85.0,237.0,0,2957.0,2,2
18.5,80.0,176.0,0,510.0,2,1
27.6,38.0,48.0,1,2089.0,3,2
22.5,40.0,73.0,0,2951.0,7,1
17.6,69.0,73.0,0,686.0,3,1
25.9,35.0,89.0,0,1535.0,1,1
36.3,44.0,127.0,0,1134.0,2,0
29.7,94.0,72.0,0,430.0,2,2
24.5,80.0,61.0,0,1416.0,8,2
32.5,10.0,44.0,0,876.0,5,0
30.9,42.0,37.0,0,1207.0,2,1
24.7,56.0,86.0,0,2706.0,2,2
34.3,38.0,12.0,0,908.0,3,0
20.3,80.0,57.0,1,1370.0,3,2
35.1,31.0,77.0,0,822.0,2,0
30.4,65.0,40.0,1,2628.0,3,2
28.0,62.0,29.0,0,455.0,1,1
24.9,93.0,33.0,1,1307.0,1,2
15.1,47.0,39.0,1,1146.0,1,0
21.9,29.0,37.0,1,3531.0,2,1
26.9,64.0,57.0,1,1731.0,3,2
22.9,41.0,80.0,0,1284.0,2,0
21.6,78.0,83.0,1,3649.0,5,2
28.8,46.0,91.0,0,1095.0,2,2
19.1,77.0,56.0,1,656.0,3,2
26.6,70.0,62.0,0,1153.0,5,2
20.5,70.0,136.0,0,915.0,5,1
20.1,20.0,204.0,1,1773.0,5,2
34.5,83.0,197.0,0,1542.0,5,2
20.2,68.0,44.0,0,367.0,3,0
13.8,77.0,113.0,0,958.0,2,1
38.0,54.0,26.0,1,5050.0,1,1
23.1,57.0,38.0,1,390.0,3,1
20.9,55.0,74.0,0,954.0,0,0
31.7,61.0,19.0,0,1956.0,6,2
23.0,44.0,7.0,1,1957.0,5,1
24.4,55.0,57.0,1,727.0,1,2
26.0,66.0,58.0,0,2324.0,5,2
29.5,48.0,124.0,0,1471.0,3,2
29.6,66.0,97.0,0,3260.0,1,2
35.3,100.0,106.0,0,2375.0,2,2
34.6,64.0,128.0,0,321.0,4,1
27.4,87.0,31.0,1,2426.0,1,2
35.1,100.0,107.0,1,880.0,7,2
33.4,95.0,79.0,0,1873.0,3,2
23.7,93.0,77.0,0,1903.0,4,2
32.7,76.0,88.0,0,846.0,4,2
42.0,52.0,27.0,1,2015.0,6,1
24.1,86.0,41.0,1,2018.0,3,2
27.4,51.0,7.0,0,1118.0,4,1
12.2,100.0,30.0,0,214.0,0,0
29.3,80.0,80.0,0,3012.0,2,2
31.2,30.0,140.0,0,1699.0,2,1
28.6,67.0,125.0,0,2604.0,3,2
29.8,77.0,233.0,0,1085.0,1,2
32.6,50.0,80.0,0,1056.0,4,1
22.4,74.0,143.0,0,564.0,2,2
21.5,50.0,95.0,0,454.0,1,0
31.2,77.0,217.0,0,2710.0,2,2
30.4,44.0,79.0,0,1248.0,0,1
24.0,80.0,34.0,0,1840.0,4,2
28.9,62.0,141.0,0,922.0,2,2
25.7,56.0,36.0,0,862.0,1,1
32.7,29.0,5.0,1,792.0,1,0
31.0,64.0,26.0,0,2013.0,2,2
29.3,48.0,184.0,0,1543.0,2,2
23.5,51.0,46.0,1,4480.0,3,2
20.7,38.0,32.0,1,814.0,2,0
31.2,69.0,129.0,1,1010.0,2,2
42.0,71.0,40.0,0,3561.0,4,1
28.0,75.0,132.0,0,1774.0,2,2
20.1,49.0,49.0,0,996.0,4,0
37.5,60.0,13.0,0,2389.0,2,0
36.1,59.0,88.0,0,1158.0,3,1
35.6,76.0,368.0,0,1976.0,4,2
25.2,52.0,98.0,0,1001.0,3,2
24.8,42.0,33.0,0,773.0,2,0
24.0,65.0,89.0,0,1023.0,1,1
24.2,43.0,60.0,0,999.0,3,1
28.1,48.0,40.0,1,551.0,3,2
25.9,94.0,38.0,1,739.0,1,2
27.4,43.0,60.0,0,315.0,2,1
29.3,62.0,46.0,0,705.0,4,2
25.2,66.0,94.0,0,1482.0,1,2
18.9,53.0,8.0,0,1712.0,5,0
20.7,73.0,44.0,0,1544.0,2,1
26.6,49.0,104.0,1,1490.0,1,2
27.9,64.0,35.0,1,487.0,2,2
17.9,55.0,30.0,1,1737.0,5,1
25.7,90.0,102.0,0,964.0,4,2
29.8,84.0,38.0,1,1101.0,1,2
32.0,52.0,86.0,1,7103.0,2,2
29.6,69.0,12.0,0,965.0,5,2
32.5,51.0,136.0,0,2592.0,1,1
30.7,49.0,158.0,1,972.0,2,2
17.0,78.0,240.0,1,2476.0,2,2
25.7,79.0,123.0,0,1778.0,0,2
30.9,48.0,40.0,1,1112.0,4,2
21.0,77.0,39.0,1,620.0,2,2
31.1,36.0,117.0,1,2121.0,4,2
16.9,83.0,104.0,0,624.0,2,1
35.2,79.0,42.0,1,808.0,7,2
27.8,58.0,33.0,1,902.0,2,2
19.9,60.0,50.0,0,1744.0,1,0
21.2,66.0,45.0,0,3242.0,2,1
28.7,55.0,75.0,1,526.0,2,2
24.7,90.0,24.0,0,694.0,3,2
37.8,92.0,140.0,0,1108.0,1,1
24.9,65.0,33.0,1,2949.0,2,2
28.3,74.0,34.0,0,5444.0,4,2
36.5,65.0,206.0,1,534.0,1,2
29.5,71.0,100.0,1,1127.0,7,2
24.3,59.0,31.0,1,1610.0,1,2
24.1,42.0,54.0,1,1899.0,3,2
33.5,100.0,57.0,1,1184.0,3,2
36.6,100.0,146.0,0,1871.0,1,2
22.8,95.0,75.0,1,1241.0,2,2
23.2,98.0,39.0,0,2422.0,1,2
23.7,54.0,103.0,0,3291.0,2,2
28.6,16.0,232.0,0,778.0,2,2
38.0,55.0,120.0,0,1123.0,0,0
32.4,43.0,210.0,0,1919.0,4,2
28.1,71.0,56.0,0,1315.0,3,2
28.5,48.0,25.0,0,673.0,2,1
30.4,79.0,20.0,0,931.0,2,2
17.1,92.0,67.0,1,657.0,4,2
29.0,26.0,125.0,0,1174.0,4,2
41.6,43.0,129.0,0,2076.0,6,1
23.0,39.0,132.0,0,513.0,3,1
12.9,13.0,109.0,1,1082.0,1,0
36.9,79.0,25.0,0,1985.0,4,1
24.0,42.0,96.0,1,734.0,5,2
27.9,72.0,145.0,1,1192.0,0,2
31.9,40.0,124.0,0,594.0,1,1
32.4,46.0,38.0,0,1854.0,3,1
36.7,60.0,29.0,1,870.0,2,1
30.6,63.0,39.0,0,527.0,0,1
29.5,59.0,92.0,0,2586.0,5,2
33.4,65.0,18.0,0,1327.0,2,1
18.3,80.0,35.0,1,2044.0,3,2
37.2,75.0,44.0,1,930.0,4,2
6.6,61.0,71.0,0,480.0,1,0
27.5,60.0,143.0,0,1901.0,0,2
28.6,67.0,272.0,1,1378.0,5,2
30.9,66.0,13.0,1,2878.0,5,2
10.9,52.0,86.0,0,2416.0,2,0
19.1,90.0,308.0,0,1028.0,3,2
31.0,67.0,86.0,1,2824.0,3,2
36.0,67.0,147.0,0,972.0,3,1
24.4,41.0,55.0,1,3440.0,0,2
24.1,43.0,117.0,1,2083.0,2,2
24.6,40.0,108.0,1,2663.0,1,2
33.6,66.0,66.0,1,983.0,2,2
36.5,68.0,21.0,1,954.0,2,1
26.9,53.0,98.0,0,4237.0,3,2
28.9,46.0,181.0,0,2211.0,7,2
23.9,64.0,18.0,1,2342.0,4,2
26.9,87.0,111.0,0,2081.0,2,2
29.6,55.0,75.0,0,2826.0,3,2
32.5,68.0,135.0,0,2006.0,3,2
22.3,62.0,79.0,0,1970.0,2,1
31.9,52.0,304.0,1,1442.0,2,2
21.0,59.0,43.0,0,3696.0,2,1
13.0,93.0,70.0,0,1792.0,3,1
33.2,58.0,260.0,1,2310.0,8,2
29.4,75.0,52.0,0,2983.0,2,2
37.1,63.0,20.0,0,1450.0,4,0
20.6,75.0,66.0,0,391.0,2,1
32.6,41.0,28.0,1,2103.0,3,1
24.9,72.0,103.0,0,1104.0,1,2
34.2,76.0,129.0,0,1356.0,2,2
28.2,52.0,214.0,0,473.0,5,2
25.4,42.0,192.0,1,1108.0,3,2
21.9,100.0,83.0,0,1158.0,2,2
29.6,84.0,7.0,1,975.0,2,2
27.4,81.0,12.0,0,2377.0,3,2
24.0,89.0,38.0,1,367.0,4,2
33.6,94.0,97.0,1,1751.0,1,2
31.0,53.0,74.0,0,338.0,4,1
15.8,80.0,18.0,0,1845.0,2,0
23.1,50.0,67.0,1,1371.0,5,2
30.3,53.0,51.0,1,377.0,6,2
23.3,66.0,99.0,0,809.0,4,2
20.4,41.0,24.0,0,1605.0,2,0
19.0,100.0,35.0,0,704.0,2,1
20.0,60.0,31.0,0,3092.0,2,0
30.1,60.0,199.0,0,853.0,5,2
25.1,79.0,77.0,0,2453.0,3,2
17.0,59.0,124.0,0,2473.0,3,1
22.0,58.0,157.0,1,723.0,2,2
24.1,55.0,89.0,0,1450.0,1,1
29.5,77.0,118.0,0,1736.0,3,2
19.8,47.0,158.0,0,1937.0,7,1
15.6,51.0,98.0,1,2100.0,3,1
28.0,58.0,6.0,1,697.0,2,2
28.8,63.0,127.0,0,843.0,4,2
35.0,66.0,37.0,0,1082.0,1,0
33.9,51.0,48.0,0,1393.0,1,0
22.5,53.0,91.0,0,2290.0,6,2
31.0,80.0,22.0,0,2045.0,5,2
31.1,74.0,74.0,1,1464.0,3,2
21.3,81.0,86.0,0,905.0,5,2
27.8,60.0,30.0,0,892.0,5,2
25.1,76.0,81.0,0,303.0,4,2
26.5,50.0,27.0,0,1675.0,3,1
24.7,62.0,46.0,1,1668.0,2,2
35.6,82.0,137.0,1,861.0,4,2
33.1,67.0,30.0,0,566.0,2,1
33.1,84.0,58.0,0,331.0,7,2
35.2,59.0,17.0,0,772.0,3,0
23.1,63.0,28.0,1,1863.0,0,2
25.7,87.0,78.0,0,1314.0,4,2
30.2,24.0,222.0,0,1307.0,5,2
21.4,86.0,53.0,0,372.0,5,1
34.3,70.0,58.0,1,1105.0,4,2
23.4,68.0,86.0,1,648.0,9,2
15.1,30.0,183.0,0,3727.0,3,1
24.3,50.0,94.0,0,3580.0,1,2
24.4,81.0,76.0,1,1207.0,4,2
29.4,72.0,69.0,1,1168.0,3,2
12.0,53.0,35.0,1,2191.0,6,1
28.1,73.0,292.0,0,1701.0,4,2
28.2,55.0,35.0,1,1023.0,3,2
36.5,55.0,230.0,1,630.0,1,1
24.4,100.0,59.0,1,1195.0,3,2
28.6,53.0,97.0,1,1600.0,5,2
25.4,10.0,80.0,1,452.0,2,2
26.9,52.0,11.0,1,920.0,1,2
23.1,32.0,18.0,1,1443.0,5,1
41.3,48.0,37.0,0,1710.0,6,0
25.0,56.0,37.0,1,1726.0,4,2
26.8,40.0,77.0,0,847.0,3,1
33.4,98.0,73.0,1,3034.0,4,2
23.1,59.0,124.0,0,3182.0,3,2
37.0,73.0,128.0,1,1573.0,1,2
29.3,45.0,48.0,1,1304.0,1,2
29.9,56.0,45.0,0,1724.0,1,2
27.9,64.0,43.0,1,724.0,3,2
28.1,49.0,178.0,0,2696.0,6,2
25.8,77.0,48.0,1,1876.0,3,2
32.7,51.0,38.0,1,1446.0,3,2
17.7,53.0,61.0,0,925.0,3,0
32.7,89.0,130.0,1,845.0,2,2
29.9,91.0,115.0,0,2826.0,2,2
40.2,95.0,19.0,1,2415.0,1,2
33.1,95.0,69.0,1,2070.0,3,2
20.9,56.0,37.0,0,1563.0,1,0
29.2,72.0,65.0,0,1682.0,0,2
37.6,56.0,13.0,1,1922.0,6,1
26.6,79.0,135.0,1,2420.0,3,2
23.3,100.0,122.0,0,878.0,5,2
33.6,79.0,141.0,0,1205.0,6,2
27.3,95.0,236.0,0,708.0,4,2
23.9,48.0,153.0,0,1300.0,1,1
18.9,58.0,202.0,1,508.0,3,2
30.6,83.0,10.0,0,2431.0,6,2
18.3,73.0,30.0,0,499.0,4,0
32.8,32.0,99.0,0,1145.0,5,1
29.6,98.0,63.0,0,706.0,0,2
21.1,60.0,46.0,1,535.0,1,1
34.5,46.0,136.0,0,4341.0,1,1
26.2,50.0,118.0,0,2833.0,2,2
22.8,68.0,215.0,0,741.0,4,2
19.3,58.0,2.0,0,1111.0,2,0
21.1,86.0,208.0,1,4527.0,3,2
29.0,79.0,116.0,0,1584.0,6,2
25.8,58.0,43.0,1,1371.0,6,2
26.5,54.0,101.0,0,542.0,1,2
25.4,100.0,255.0,1,953.0,3,2
39.7,68.0,79.0,0,1490.0,1,0
34.5,92.0,76.0,1,2909.0,3,2
38.2,79.0,44.0,0,1142.0,2,1
24.5,84.0,141.0,0,1450.0,0,2
32.3,45.0,49.0,0,1185.0,4,1
23.4,59.0,69.0,0,1018.0,2,1
13.3,77.0,106.0,0,598.0,2,1
20.7,39.0,38.0,0,503.0,3,0
36.8,57.0,8.0,1,1830.0,1,0
29.6,63.0,101.0,0,1213.0,7,2
34.8,49.0,299.0,0,821.0,2,1
20.0,37.0,22.0,0,1530.0,2,0
27.2,85.0,75.0,0,758.0,4,2
26.3,68.0,140.0,0,531.0,1,2
15.0,100.0,81.0,0,327.0,1,1
36.0,77.0,167.0,0,792.0,2,1
31.6,72.0,46.0,1,1072.0,7,2
24.1,62.0,102.0,1,826.0,6,2
35.6,56.0,117.0,1,1110.0,4,2
18.4,95.0,20.0,0,3391.0,6,2
27.8,77.0,68.0,0,970.0,0,2
26.4,68.0,104.0,0,529.0,6,2
24.9,77.0,27.0,0,2081.0,1,2
34.9,74.0,46.0,0,437.0,3,1
27.5,62.0,67.0,0,1238.0,3,2
20.7,61.0,71.0,0,1342.0,2,1
29.1,51.0,188.0,1,1786.0,2,2
23.3,71.0,98.0,0,524.0,2,2
25.5,67.0,24.0,0,1135.0,1,1
32.2,10.0,175.0,1,878.0,3,2
22.5,50.0,62.0,1,3206.0,3,2
29.0,96.0,75.0,0,149.0,2,2
24.2,49.0,216.0,1,1956.0,2,2
28.5,85.0,54.0,0,316.0,8,2
30.1,50.0,118.0,0,1787.0,5,2
39.2,89.0,43.0,1,3000.0,3,2
31.8,64.0,169.0,1,1422.0,2,2
35.9,70.0,71.0,0,1666.0,5,1
26.5,89.0,67.0,1,2408.0,2,2
22.3,50.0,7.0,0,2101.0,4,0
22.6,85.0,126.0,0,344.0,1,2
31.0,61.0,42.0,0,2034.0,2,2
39.5,89.0,136.0,0,1794.0,3,2
27.0,40.0,94.0,0,1447.0,2,2
36.9,80.0,101.0,0,628.0,4,1
18.1,61.0,65.0,0,1342.0,6,1
29.8,59.0,69.0,0,54.0,3,2
26.3,76.0,33.0,0,294.0,4,2
25.2,38.0,23.0,0,4172.0,1,1
26.7,61.0,214.0,1,902.0,1,2
23.9,90.0,190.0,0,1192.0,5,2
28.3,68.0,23.0,0,1440.0,1,2
28.4,63.0,31.0,1,1552.0,2,2
31.4,96.0,72.0,0,983.0,5,2
27.3,58.0,53.0,0,687.0,6,2
27.7,79.0,83.0,0,369.0,4,2
28.2,71.0,42.0,0,845.0,2,2
25.2,94.0,74.0,0,1810.0,1,2
23.2,81.0,61.0,0,1019.0,6,2
26.9,71.0,115.0,0,1420.0,0,2
18.6,35.0,99.0,0,186.0,2,0
22.9,65.0,105.0,0,1578.0,3,2
18.0,100.0,55.0,0,2179.0,6,2
23.5,100.0,22.0,0,1368.0,2,1
28.2,56.0,231.0,1,2066.0,1,2
20.4,69.0,166.0,0,1337.0,5,2
25.6,37.0,72.0,1,2008.0,3,2
28.9,80.0,36.0,0,2120.0,4,2
28.4,44.0,138.0,0,2659.0,1,2
28.9,64.0,11.0,0,2010.0,1,2
19.2,82.0,269.0,0,2696.0,3,2
29.4,58.0,100.0,0,2926.0,2,2
26.2,68.0,28.0,0,360.0,1,1
36.7,89.0,37.0,0,3387.0,3,1
27.1,89.0,52.0,0,923.0,5,2
31.0,55.0,307.0,0,2130.0,7,2
25.6,44.0,63.0,0,1222.0,2,1
25.1,61.0,116.0,1,1799.0,2,2
22.5,52.0,11.0,1,965.0,5,1
8.9,35.0,113.0,0,893.0,3,0
21.1,85.0,158.0,1,1015.0,1,2
33.4,38.0,57.0,0,887.0,1,0
26.6,67.0,41.0,0,753.0,3,2
32.7,68.0,53.0,1,1382.0,1,2
35.5,44.0,85.0,0,601.0,1,0
23.0,64.0,78.0,1,2996.0,2,2
32.3,82.0,82.0,0,1986.0,2,2
18.1,69.0,41.0,0,1062.0,3,0
21.2,50.0,58.0,0,809.0,3,0
27.3,84.0,117.0,1,1425.0,2,2
28.4,62.0,37.0,0,1108.0,3,2
28.7,79.0,39.0,0,1223.0,5,2
38.0,73.0,7.0,0,867.0,2,0
36.1,70.0,71.0,0,2473.0,5,1
29.0,59.0,269.0,0,1530.0,4,2
26.9,57.0,157.0,0,1492.0,4,2
35.1,59.0,41.0,0,1862.0,3,0
23.8,53.0,68.0,0,1669.0,4,1
29.6,100.0,34.0,0,1452.0,4,2
17.8,68.0,22.0,0,2336.0,1,0
28.3,51.0,223.0,0,238.0,4,2
41.1,76.0,88.0,0,932.0,3,1
34.2,92.0,12.0,0,484.0,1,0
28.9,51.0,65.0,0,480.0,1,1
31.8,78.0,114.0,0,449.0,3,2
17.2,68.0,96.0,0,1381.0,3,1
31.3,26.0,368.0,1,866.0,0,2
28.0,40.0,178.0,0,1240.0,3,2
34.7,52.0,69.0,0,1773.0,6,1
30.0,53.0,200.0,1,3271.0,5,2
20.3,47.0,39.0,0,861.0,0,0
36.9,61.0,46.0,0,1273.0,3,0
25.9,83.0,181.0,1,791.0,1,2
38.2,49.0,17.0,0,3413.0,2,0
26.1,87.0,214.0,1,895.0,9,2
21.5,87.0,101.0,0,1710.0,0,1
20.2,62.0,23.0,0,1223.0,2,0
18.1,64.0,71.0,0,1263.0,3,0
31.7,82.0,122.0,0,1802.0,2,2
24.3,48.0,51.0,0,989.0,2,1
31.8,35.0,320.0,0,370.0,3,1
21.9,30.0,59.0,0,2044.0,2,0
30.2,66.0,31.0,1,2515.0,3,2
25.8,46.0,31.0,1,885.0,0,2
26.8,10.0,23.0,1,974.0,4,2
30.8,96.0,48.0,0,766.0,3,2
33.7,100.0,71.0,1,584.0,1,2
30.3,55.0,187.0,0,595.0,1,2
36.3,100.0,7.0,1,1020.0,3,1
17.3,67.0,45.0,1,499.0,3,1
21.2,84.0,87.0,0,851.0,5,2
23.8,76.0,22.0,0,1956.0,4,2
30.6,63.0,35.0,0,1225.0,2,2
18.0,45.0,63.0,0,434.0,3,0
20.6,68.0,59.0,0,948.0,3,1
29.1,35.0,59.0,1,2488.0,2,2
24.0,28.0,94.0,0,1119.0,4,1
16.2,45.0,5.0,0,2471.0,8,0
29.4,74.0,23.0,0,1214.0,4,2
25.6,64.0,94.0,1,2731.0,3,2
19.2,47.0,60.0,0,1693.0,2,0
27.8,76.0,35.0,0,1054.0,2,2
9.3,78.0,63.0,1,2217.0,4,2
21.7,44.0,83.0,0,960.0,5,0
37.7,52.0,60.0,1,2238.0,3,1
32.5,66.0,64.0,0,945.0,2,1
26.4,63.0,34.0,1,695.0,1,2
29.9,41.0,64.0,1,1579.0,2,2
19.0,70.0,272.0,0,273.0,4,1
36.4,62.0,98.0,1,1715.0,7,2
27.8,65.0,78.0,1,858.0,2,2
27.2,28.0,23.0,0,3391.0,6,2
27.7,80.0,28.0,0,50.0,4,2
27.2,69.0,19.0,1,2103.0,2,2
26.7,87.0,7.0,0,1805.0,4,2
35.4,78.0,157.0,0,1192.0,5,2
29.6,88.0,28.0,0,3401.0,3,2
23.7,64.0,92.0,1,2205.0,4,2
25.9,38.0,142.0,0,2363.0,3,2
34.3,83.0,133.0,1,3480.0,1,2
35.1,59.0,127.0,0,1760.0,5,1
19.3,74.0,285.0,0,399.0,1,1
28.1,49.0,3.0,0,780.0,5,1
18.1,73.0,24.0,1,1023.0,3,1
28.5,38.0,47.0,0,2281.0,4,2
23.0,85.0,88.0,0,2286.0,2,2
18.8,66.0,116.0,0,642.0,3,1
34.9,79.0,23.0,0,114.0,4,1
33.8,46.0,67.0,0,1585.0,4,1
22.3,63.0,51.0,1,3577.0,5,2
29.7,76.0,80.0,1,1258.0,2,2
26.1,75.0,31.0,0,2237.0,3,2
25.9,71.0,81.0,0,1897.0,4,2
32.0,52.0,36.0,1,1671.0,1,2
29.2,64.0,117.0,1,2003.0,4,2
27.0,59.0,27.0,0,875.0,3,2
41.3,34.0,29.0,0,3174.0,2,0
26.8,52.0,34.0,0,1594.0,4,2
26.2,58.0,141.0,0,587.0,3,2
15.8,54.0,80.0,0,769.0,1,0
40.9,64.0,11.0,1,1886.0,5,1
19.8,71.0,146.0,1,1329.0,3,2
34.9,65.0,47.0,0,683.0,3,0
21.0,57.0,88.0,0,965.0,0,0
26.5,82.0,24.0,0,872.0,7,2
30.9,43.0,132.0,1,664.0,2,2
41.4,50.0,40.0,0,574.0,4,0
21.9,44.0,93.0,0,260.0,1,0
36.0,75.0,76.0,0,1624.0,3,1
22.9,74.0,41.0,0,1472.0,1,1
29.1,73.0,32.0,1,781.0,1,2
20.5,100.0,125.0,0,1876.0,2,2
28.2,51.0,81.0,1,107.0,5,2
30.6,66.0,55.0,0,644.0,3,2
32.3,75.0,41.0,1,2811.0,1,2
31.9,59.0,38.0,0,1872.0,3,1
26.7,77.0,22.0,0,1855.0,5,2
24.5,82.0,43.0,0,3118.0,4,2
33.5,80.0,46.0,1,2724.0,3,2
36.1,97.0,62.0,0,645.0,2,1
19.9,98.0,60.0,1,520.0,1,2
26.3,75.0,30.0,0,2185.0,0,2
23.6,51.0,73.0,1,650.0,4,2
29.0,100.0,84.0,0,1893.0,2,2
23.3,42.0,58.0,0,204.0,4,0
28.2,63.0,52.0,1,2542.0,4,2
33.0,82.0,75.0,0,635.0,3,2
16.7,71.0,72.0,1,404.0,3,1
23.5,70.0,146.0,0,1027.0,6,2
27.2,74.0,31.0,1,4467.0,5,2
22.0,81.0,163.0,0,2635.0,6,2
29.8,43.0,51.0,0,630.0,2,1
20.5,81.0,15.0,0,2012.0,1,1
29.3,68.0,57.0,0,1378.0,1,2
26.7,80.0,76.0,0,2004.0,2,2
22.2,66.0,126.0,1,2751.0,2,2
19.1,44.0,37.0,1,834.0,1,0
29.2,77.0,123.0,0,823.0,2,2
38.6,38.0,178.0,1,1228.0,3,1
31.5,75.0,96.0,0,1072.0,2,2
31.3,100.0,165.0,0,274.0,2,2
24.7,53.0,136.0,0,412.0,2,1
27.1,47.0,105.0,0,900.0,4,2
21.1,69.0,20.0,0,863.0,3,0
22.2,58.0,48.0,1,1157.0,2,1
30.3,71.0,114.0,1,1886.0,3,2
20.3,52.0,143.0,0,1104.0,2,0
25.9,43.0,35.0,1,501.0,4,2
22.0,10.0,43.0,1,1542.0,6,1
25.7,42.0,54.0,0,669.0,5,1
21.4,68.0,131.0,0,1786.0,2,1
15.2,84.0,121.0,0,831.0,0,1
29.6,76.0,112.0,0,2485.0,2,2
26.9,78.0,76.0,1,460.0,2,2
31.8,79.0,75.0,1,605.0,0,2
36.1,52.0,65.0,1,2358.0,5,2
29.7,26.0,130.0,0,1920.0,4,2
31.9,61.0,50.0,0,776.0,4,1
31.9,33.0,78.0,1,3295.0,2,2
37.5,69.0,43.0,0,2355.0,0,0
22.1,62.0,6.0,0,1997.0,1,0
25.3,100.0,139.0,0,3294.0,1,2
23.7,89.0,58.0,0,606.0,3,2
27.3,75.0,136.0,0,1709.0,6,2
22.8,53.0,31.0,0,1006.0,0,0
21.0,36.0,14.0,1,942.0,1,0
23.7,100.0,18.0,1,811.0,1,2
21.5,62.0,84.0,1,900.0,1,2
22.5,72.0,198.0,0,844.0,1,2
16.6,49.0,51.0,0,3630.0,4,0
39.3,99.0,17.0,0,1917.0,5,1
22.1,46.0,121.0,0,840.0,3,1
33.3,57.0,38.0,0,311.0,2,0
33.2,72.0,176.0,0,935.0,4,2
27.6,85.0,33.0,0,739.0,3,2
21.3,58.0,168.0,0,4109.0,5,2
33.5,66.0,98.0,0,849.0,2,1
32.6,52.0,161.0,0,1581.0,4,2
32.2,63.0,81.0,0,2017.0,2,2
32.4,75.0,161.0,1,425.0,4,2
30.0,95.0,75.0,1,1201.0,2,2
30.8,67.0,109.0,0,1636.0,4,2
32.7,41.0,23.0,0,1432.0,1,0
23.3,99.0,179.0,1,5581.0,5,2
26.5,79.0,122.0,0,667.0,4,2
18.8,74.0,14.0,0,2492.0,3,1
35.9,100.0,29.0,0,852.0,3,1
29.7,96.0,45.0,1,2166.0,2,2
19.4,44.0,10.0,0,817.0,1,0
13.2,62.0,168.0,0,1805.0,4,1
27.7,37.0,88.0,0,2441.0,3,2
25.9,64.0,37.0,0,2676.0,4,2
24.0,70.0,59.0,1,1515.0,3,2
28.9,30.0,270.0,1,1271.0,2,2
32.9,63.0,62.0,1,3243.0,3,2
34.4,55.0,10.0,0,965.0,3,0
35.6,87.0,255.0,0,1361.0,2,2
27.3,98.0,6.0,1,1288.0,2,2
37.3,88.0,174.0,1,845.0,1,2
24.4,60.0,67.0,0,1692.0,4,2
29.0,82.0,74.0,0,1735.0,3,2
29.9,57.0,55.0,0,1813.0,0,2
31.6,48.0,32.0,0,1339.0,5,1
20.4,49.0,11.0,1,1350.0,0,0
32.0,87.0,29.0,0,947.0,4,2
